Mod:Item:MetaData, Localized Name
ExtraTiC:chiselHead:144, Ender Amethyst Chisel Head
ExtraTiC:chiselHead:2000, Constantan Chisel Head
ExtraTiC:chiselHead:145, Manasteel Chisel Head
ExtraTiC:chiselHead:146, Terrasteel Chisel Head
ExtraTiC:chiselHead:147, Elementium Chisel Head
ExtraTiC:chiselHead:148, Desh Chisel Head
ExtraTiC:chiselHead:164, Amethyst Chisel Head
ExtraTiC:chiselHead:165, Peridot Chisel Head
ExtraTiC:chiselHead:166, Ruby Chisel Head
ExtraTiC:chiselHead:167, Sapphire Chisel Head
ExtraTiC:chiselHead:171, Dark Steel Chisel Head
ExtraTiC:chiselHead:173, RedAurum Chisel Head
ExtraTiC:chiselHead:178, Draconium Chisel Head
ExtraTiC:chiselHead:179, Awakened Draconium Chisel Head
ExtraTiC:chiselHead:180, Glue Chisel Head
ExtraTiC:chiselHead:181, Yellorium Chisel Head
ExtraTiC:chiselHead:182, Cyanite Chisel Head
ExtraTiC:chiselHead:183, Blutonium Chisel Head
ExtraTiC:chiselHead:184, Ludicrite Chisel Head
ExtraTiC:chiselHead:185, Bedrockium Chisel Head
ExtraTiC:chiselHead:186, Tear Jerker Chisel Head
ExtraTiC:chiselHead:189, Enderium Chisel Head
ExtraTiC:chiselHead:126, Mithril Chisel Head
ExtraTiC:chiselHead:190, Signalum Chisel Head
ExtraTiC:chiselHead:191, Lumium Chisel Head
ExtraTiC:chunk:134, Bloodwood Chunk
ExtraTiC:chunk:135, Darkwood Chunk
ExtraTiC:chunk:136, Fusewood Chunk
ExtraTiC:chunk:137, Ghostwood Chunk
ExtraTiC:chunk:138, Nether Quartz Chunk
ExtraTiC:chunk:139, Refined Glowstone Chunk
ExtraTiC:chunk:140, Osmium Chunk
ExtraTiC:chunk:141, Pokefennium Chunk
ExtraTiC:chunk:142, Fairy Chunk
ExtraTiC:chunk:143, Certus Quartz Chunk
ExtraTiC:chunk:144, Ender Amethyst Chunk
ExtraTiC:chunk:2000, Constantan Chunk
ExtraTiC:chunk:145, Manasteel Chunk
ExtraTiC:chunk:146, Terrasteel Chunk
ExtraTiC:chunk:147, Elementium Chunk
ExtraTiC:chunk:148, Desh Chunk
ExtraTiC:chunk:164, Amethyst Chunk
ExtraTiC:chunk:165, Peridot Chunk
ExtraTiC:chunk:166, Ruby Chunk
ExtraTiC:chunk:167, Sapphire Chunk
ExtraTiC:chunk:171, Dark Steel Chunk
ExtraTiC:chunk:173, RedAurum Chunk
ExtraTiC:chunk:178, Draconium Chunk
ExtraTiC:chunk:179, Awakened Draconium Chunk
ExtraTiC:chunk:180, Glue Chunk
ExtraTiC:chunk:181, Yellorium Chunk
ExtraTiC:chunk:182, Cyanite Chunk
ExtraTiC:chunk:183, Blutonium Chunk
ExtraTiC:chunk:184, Ludicrite Chunk
ExtraTiC:chunk:185, Bedrockium Chunk
ExtraTiC:chunk:186, Tear Jerker Chunk
ExtraTiC:chunk:189, Enderium Chunk
ExtraTiC:chunk:126, Mithril Chunk
ExtraTiC:chunk:190, Signalum Chunk
ExtraTiC:chunk:191, Lumium Chunk
ExtraTiC:crossbar:134, Bloodwood Crossbar
ExtraTiC:crossbar:135, Darkwood Crossbar
ExtraTiC:crossbar:136, Fusewood Crossbar
ExtraTiC:crossbar:137, Ghostwood Crossbar
ExtraTiC:crossbar:138, Nether Quartz Crossbar
ExtraTiC:crossbar:139, Refined Glowstone Crossbar
ExtraTiC:crossbar:140, Osmium Crossbar
ExtraTiC:crossbar:141, Pokefennium Crossbar
ExtraTiC:crossbar:142, Fairy Crossbar
ExtraTiC:crossbar:143, Certus Quartz Crossbar
ExtraTiC:crossbar:144, Ender Amethyst Crossbar
ExtraTiC:crossbar:2000, Constantan Crossbar
ExtraTiC:crossbar:145, Manasteel Crossbar
ExtraTiC:crossbar:146, Terrasteel Crossbar
ExtraTiC:crossbar:147, Elementium Crossbar
ExtraTiC:crossbar:148, Desh Crossbar
ExtraTiC:crossbar:164, Amethyst Crossbar
ExtraTiC:crossbar:165, Peridot Crossbar
ExtraTiC:crossbar:166, Ruby Crossbar
ExtraTiC:crossbar:167, Sapphire Crossbar
ExtraTiC:crossbar:171, Dark Steel Crossbar
ExtraTiC:crossbar:173, RedAurum Crossbar
ExtraTiC:crossbar:178, Draconium Crossbar
ExtraTiC:crossbar:179, Awakened Draconium Crossbar
ExtraTiC:crossbar:180, Glue Crossbar
ExtraTiC:crossbar:181, Yellorium Crossbar
ExtraTiC:crossbar:182, Cyanite Crossbar
ExtraTiC:crossbar:183, Blutonium Crossbar
ExtraTiC:crossbar:184, Ludicrite Crossbar
ExtraTiC:crossbar:185, Bedrockium Crossbar
ExtraTiC:crossbar:186, Tear Jerker Crossbar
ExtraTiC:crossbar:189, Enderium Crossbar
ExtraTiC:crossbar:126, Mithril Crossbar
ExtraTiC:crossbar:190, Signalum Crossbar
ExtraTiC:crossbar:191, Lumium Crossbar
ExtraTiC:excavatorHead:134, Bloodwood Excavator Head
ExtraTiC:excavatorHead:135, Darkwood Excavator Head
ExtraTiC:excavatorHead:136, Fusewood Excavator Head
ExtraTiC:excavatorHead:137, Ghostwood Excavator Head
ExtraTiC:excavatorHead:138, Nether Quartz Excavator Head
ExtraTiC:excavatorHead:139, Refined Glowstone Excavator Head
ExtraTiC:excavatorHead:140, Osmium Excavator Head
ExtraTiC:excavatorHead:141, Pokefennium Excavator Head
ExtraTiC:excavatorHead:142, Fairy Excavator Head
ExtraTiC:excavatorHead:143, Certus Quartz Excavator Head
ExtraTiC:excavatorHead:144, Ender Amethyst Excavator Head
ExtraTiC:excavatorHead:2000, Constantan Excavator Head
ExtraTiC:excavatorHead:145, Manasteel Excavator Head
ExtraTiC:excavatorHead:146, Terrasteel Excavator Head
ExtraTiC:excavatorHead:147, Elementium Excavator Head
ExtraTiC:excavatorHead:148, Desh Excavator Head
ExtraTiC:excavatorHead:164, Amethyst Excavator Head
ExtraTiC:excavatorHead:165, Peridot Excavator Head
ExtraTiC:excavatorHead:166, Ruby Excavator Head
ExtraTiC:excavatorHead:167, Sapphire Excavator Head
ExtraTiC:excavatorHead:171, Dark Steel Excavator Head
ExtraTiC:excavatorHead:173, RedAurum Excavator Head
ExtraTiC:excavatorHead:178, Draconium Excavator Head
ExtraTiC:excavatorHead:179, Awakened Draconium Excavator Head
ExtraTiC:excavatorHead:180, Glue Excavator Head
ExtraTiC:excavatorHead:181, Yellorium Excavator Head
ExtraTiC:excavatorHead:182, Cyanite Excavator Head
ExtraTiC:excavatorHead:183, Blutonium Excavator Head
ExtraTiC:excavatorHead:184, Ludicrite Excavator Head
ExtraTiC:excavatorHead:185, Bedrockium Excavator Head
ExtraTiC:excavatorHead:186, Tear Jerker Excavator Head
ExtraTiC:excavatorHead:189, Enderium Excavator Head
ExtraTiC:excavatorHead:126, Mithril Excavator Head
ExtraTiC:excavatorHead:190, Signalum Excavator Head
ExtraTiC:excavatorHead:191, Lumium Excavator Head
ExtraTiC:frypanHead:134, Bloodwood Pan Head
ExtraTiC:frypanHead:135, Darkwood Pan Head
ExtraTiC:frypanHead:136, Fusewood Pan Head
ExtraTiC:frypanHead:137, Ghostwood Pan Head
ExtraTiC:frypanHead:138, Nether Quartz Pan Head
ExtraTiC:frypanHead:139, Refined Glowstone Pan Head
ExtraTiC:frypanHead:140, Osmium Pan Head
ExtraTiC:frypanHead:141, Pokefennium Pan Head
ExtraTiC:frypanHead:142, Fairy Pan Head
ExtraTiC:frypanHead:143, Certus Quartz Pan Head
ExtraTiC:frypanHead:144, Ender Amethyst Pan Head
ExtraTiC:frypanHead:2000, Constantan Pan Head
ExtraTiC:frypanHead:145, Manasteel Pan Head
ExtraTiC:frypanHead:146, Terrasteel Pan Head
ExtraTiC:frypanHead:147, Elementium Pan Head
ExtraTiC:frypanHead:148, Desh Pan Head
ExtraTiC:frypanHead:164, Amethyst Pan Head
ExtraTiC:frypanHead:165, Peridot Pan Head
ExtraTiC:frypanHead:166, Ruby Pan Head
ExtraTiC:frypanHead:167, Sapphire Pan Head
ExtraTiC:frypanHead:171, Dark Steel Pan Head
ExtraTiC:frypanHead:173, RedAurum Pan Head
ExtraTiC:frypanHead:178, Draconium Pan Head
ExtraTiC:frypanHead:179, Awakened Draconium Pan Head
ExtraTiC:frypanHead:180, Glue Pan Head
ExtraTiC:frypanHead:181, Yellorium Pan Head
ExtraTiC:frypanHead:182, Cyanite Pan Head
ExtraTiC:frypanHead:183, Blutonium Pan Head
ExtraTiC:frypanHead:184, Ludicrite Pan Head
ExtraTiC:frypanHead:185, Bedrockium Pan Head
ExtraTiC:frypanHead:186, Tear Jerker Pan Head
ExtraTiC:frypanHead:189, Enderium Pan Head
ExtraTiC:frypanHead:126, Mithril Pan Head
ExtraTiC:frypanHead:190, Signalum Pan Head
ExtraTiC:frypanHead:191, Lumium Pan Head
ExtraTiC:fullGuard:134, Bloodwood Full Guard
ExtraTiC:fullGuard:135, Darkwood Full Guard
ExtraTiC:fullGuard:136, Fusewood Full Guard
ExtraTiC:fullGuard:137, Ghostwood Full Guard
ExtraTiC:fullGuard:138, Nether Quartz Full Guard
ExtraTiC:fullGuard:139, Refined Glowstone Full Guard
ExtraTiC:fullGuard:140, Osmium Full Guard
ExtraTiC:fullGuard:141, Pokefennium Full Guard
ExtraTiC:fullGuard:142, Fairy Full Guard
ExtraTiC:fullGuard:143, Certus Quartz Full Guard
ExtraTiC:fullGuard:144, Ender Amethyst Full Guard
ExtraTiC:fullGuard:2000, Constantan Full Guard
ExtraTiC:fullGuard:145, Manasteel Full Guard
ExtraTiC:fullGuard:146, Terrasteel Full Guard
ExtraTiC:fullGuard:147, Elementium Full Guard
ExtraTiC:fullGuard:148, Desh Full Guard
ExtraTiC:fullGuard:164, Amethyst Full Guard
ExtraTiC:fullGuard:165, Peridot Full Guard
ExtraTiC:fullGuard:166, Ruby Full Guard
ExtraTiC:fullGuard:167, Sapphire Full Guard
ExtraTiC:fullGuard:171, Dark Steel Full Guard
ExtraTiC:fullGuard:173, RedAurum Full Guard
ExtraTiC:fullGuard:178, Draconium Full Guard
ExtraTiC:fullGuard:179, Awakened Draconium Full Guard
ExtraTiC:fullGuard:180, Glue Full Guard
ExtraTiC:fullGuard:181, Yellorium Full Guard
ExtraTiC:fullGuard:182, Cyanite Full Guard
ExtraTiC:fullGuard:183, Blutonium Full Guard
ExtraTiC:fullGuard:184, Ludicrite Full Guard
ExtraTiC:fullGuard:185, Bedrockium Full Guard
ExtraTiC:fullGuard:186, Tear Jerker Full Guard
ExtraTiC:fullGuard:189, Enderium Full Guard
ExtraTiC:fullGuard:126, Mithril Full Guard
ExtraTiC:fullGuard:190, Signalum Full Guard
ExtraTiC:fullGuard:191, Lumium Full Guard
ExtraTiC:hammerHead:134, Bloodwood Hammer Head
ExtraTiC:hammerHead:135, Darkwood Hammer Head
ExtraTiC:hammerHead:136, Fusewood Hammer Head
ExtraTiC:hammerHead:137, Ghostwood Hammer Head
ExtraTiC:hammerHead:138, Nether Quartz Hammer Head
ExtraTiC:hammerHead:139, Refined Glowstone Hammer Head
ExtraTiC:hammerHead:140, Osmium Hammer Head
ExtraTiC:hammerHead:141, Pokefennium Hammer Head
ExtraTiC:hammerHead:142, Fairy Hammer Head
ExtraTiC:hammerHead:143, Certus Quartz Hammer Head
ExtraTiC:hammerHead:144, Ender Amethyst Hammer Head
ExtraTiC:hammerHead:2000, Constantan Hammer Head
ExtraTiC:hammerHead:145, Manasteel Hammer Head
ExtraTiC:hammerHead:146, Terrasteel Hammer Head
ExtraTiC:hammerHead:147, Elementium Hammer Head
ExtraTiC:hammerHead:148, Desh Hammer Head
ExtraTiC:hammerHead:164, Amethyst Hammer Head
ExtraTiC:hammerHead:165, Peridot Hammer Head
ExtraTiC:hammerHead:166, Ruby Hammer Head
ExtraTiC:hammerHead:167, Sapphire Hammer Head
ExtraTiC:hammerHead:171, Dark Steel Hammer Head
ExtraTiC:hammerHead:173, RedAurum Hammer Head
ExtraTiC:hammerHead:178, Draconium Hammer Head
ExtraTiC:hammerHead:179, Awakened Draconium Hammer Head
ExtraTiC:hammerHead:180, Glue Hammer Head
ExtraTiC:hammerHead:181, Yellorium Hammer Head
ExtraTiC:hammerHead:182, Cyanite Hammer Head
ExtraTiC:hammerHead:183, Blutonium Hammer Head
ExtraTiC:hammerHead:184, Ludicrite Hammer Head
ExtraTiC:hammerHead:185, Bedrockium Hammer Head
ExtraTiC:hammerHead:186, Tear Jerker Hammer Head
ExtraTiC:hammerHead:189, Enderium Hammer Head
ExtraTiC:hammerHead:126, Mithril Hammer Head
ExtraTiC:hammerHead:190, Signalum Hammer Head
ExtraTiC:hammerHead:191, Lumium Hammer Head
ExtraTiC:knifeBlade:134, Bloodwood Knife Blade
ExtraTiC:knifeBlade:135, Darkwood Knife Blade
ExtraTiC:knifeBlade:136, Fusewood Knife Blade
ExtraTiC:knifeBlade:137, Ghostwood Knife Blade
ExtraTiC:knifeBlade:138, Nether Quartz Knife Blade
ExtraTiC:knifeBlade:139, Refined Glowstone Knife Blade
ExtraTiC:knifeBlade:140, Osmium Knife Blade
ExtraTiC:knifeBlade:141, Pokefennium Knife Blade
ExtraTiC:knifeBlade:142, Fairy Knife Blade
ExtraTiC:knifeBlade:143, Certus Quartz Knife Blade
ExtraTiC:knifeBlade:144, Ender Amethyst Knife Blade
ExtraTiC:knifeBlade:2000, Constantan Knife Blade
ExtraTiC:knifeBlade:145, Manasteel Knife Blade
ExtraTiC:knifeBlade:146, Terrasteel Knife Blade
ExtraTiC:knifeBlade:147, Elementium Knife Blade
ExtraTiC:knifeBlade:148, Desh Knife Blade
ExtraTiC:knifeBlade:164, Amethyst Knife Blade
ExtraTiC:knifeBlade:165, Peridot Knife Blade
ExtraTiC:knifeBlade:166, Ruby Knife Blade
ExtraTiC:knifeBlade:167, Sapphire Knife Blade
ExtraTiC:knifeBlade:171, Dark Steel Knife Blade
ExtraTiC:knifeBlade:173, RedAurum Knife Blade
ExtraTiC:knifeBlade:178, Draconium Knife Blade
ExtraTiC:knifeBlade:179, Awakened Draconium Knife Blade
ExtraTiC:knifeBlade:180, Glue Knife Blade
ExtraTiC:knifeBlade:181, Yellorium Knife Blade
ExtraTiC:knifeBlade:182, Cyanite Knife Blade
ExtraTiC:knifeBlade:183, Blutonium Knife Blade
ExtraTiC:knifeBlade:184, Ludicrite Knife Blade
ExtraTiC:knifeBlade:185, Bedrockium Knife Blade
ExtraTiC:knifeBlade:186, Tear Jerker Knife Blade
ExtraTiC:knifeBlade:189, Enderium Knife Blade
ExtraTiC:knifeBlade:126, Mithril Knife Blade
ExtraTiC:knifeBlade:190, Signalum Knife Blade
ExtraTiC:knifeBlade:191, Lumium Knife Blade
ExtraTiC:largeGuard:134, Bloodwood Large Guard
ExtraTiC:largeGuard:135, Darkwood Large Guard
ExtraTiC:largeGuard:136, Fusewood Large Guard
ExtraTiC:largeGuard:137, Ghostwood Large Guard
ExtraTiC:largeGuard:138, Nether Quartz Large Guard
ExtraTiC:largeGuard:139, Refined Glowstone Large Guard
ExtraTiC:largeGuard:140, Osmium Large Guard
ExtraTiC:largeGuard:141, Pokefennium Large Guard
ExtraTiC:largeGuard:142, Fairy Large Guard
ExtraTiC:largeGuard:143, Certus Quartz Large Guard
ExtraTiC:largeGuard:144, Ender Amethyst Large Guard
ExtraTiC:largeGuard:2000, Constantan Large Guard
ExtraTiC:largeGuard:145, Manasteel Large Guard
ExtraTiC:largeGuard:146, Terrasteel Large Guard
ExtraTiC:largeGuard:147, Elementium Large Guard
ExtraTiC:largeGuard:148, Desh Large Guard
ExtraTiC:largeGuard:164, Amethyst Large Guard
ExtraTiC:largeGuard:165, Peridot Large Guard
ExtraTiC:largeGuard:166, Ruby Large Guard
ExtraTiC:largeGuard:167, Sapphire Large Guard
ExtraTiC:largeGuard:171, Dark Steel Large Guard
ExtraTiC:largeGuard:173, RedAurum Large Guard
ExtraTiC:largeGuard:178, Draconium Large Guard
ExtraTiC:largeGuard:179, Awakened Draconium Large Guard
ExtraTiC:largeGuard:180, Glue Large Guard
ExtraTiC:largeGuard:181, Yellorium Large Guard
ExtraTiC:largeGuard:182, Cyanite Large Guard
ExtraTiC:largeGuard:183, Blutonium Large Guard
ExtraTiC:largeGuard:184, Ludicrite Large Guard
ExtraTiC:largeGuard:185, Bedrockium Large Guard
ExtraTiC:largeGuard:186, Tear Jerker Large Guard
ExtraTiC:largeGuard:189, Enderium Large Guard
ExtraTiC:largeGuard:126, Mithril Large Guard
ExtraTiC:largeGuard:190, Signalum Large Guard
ExtraTiC:largeGuard:191, Lumium Large Guard
ExtraTiC:largeSwordBlade:134, Bloodwood Large Sword Blade
ExtraTiC:largeSwordBlade:135, Darkwood Large Sword Blade
ExtraTiC:largeSwordBlade:136, Fusewood Large Sword Blade
ExtraTiC:largeSwordBlade:137, Ghostwood Large Sword Blade
ExtraTiC:largeSwordBlade:138, Nether Quartz Large Sword Blade
ExtraTiC:largeSwordBlade:139, Refined Glowstone Large Sword Blade
ExtraTiC:largeSwordBlade:140, Osmium Large Sword Blade
ExtraTiC:largeSwordBlade:141, Pokefennium Large Sword Blade
ExtraTiC:largeSwordBlade:142, Fairy Large Sword Blade
ExtraTiC:largeSwordBlade:143, Certus Quartz Large Sword Blade
ExtraTiC:largeSwordBlade:144, Ender Amethyst Large Sword Blade
ExtraTiC:largeSwordBlade:2000, Constantan Large Sword Blade
ExtraTiC:largeSwordBlade:145, Manasteel Large Sword Blade
ExtraTiC:largeSwordBlade:146, Terrasteel Large Sword Blade
ExtraTiC:largeSwordBlade:147, Elementium Large Sword Blade
ExtraTiC:largeSwordBlade:148, Desh Large Sword Blade
ExtraTiC:largeSwordBlade:164, Amethyst Large Sword Blade
ExtraTiC:largeSwordBlade:165, Peridot Large Sword Blade
ExtraTiC:largeSwordBlade:166, Ruby Large Sword Blade
ExtraTiC:largeSwordBlade:167, Sapphire Large Sword Blade
ExtraTiC:largeSwordBlade:171, Dark Steel Large Sword Blade
ExtraTiC:largeSwordBlade:173, RedAurum Large Sword Blade
ExtraTiC:largeSwordBlade:178, Draconium Large Sword Blade
ExtraTiC:largeSwordBlade:179, Awakened Draconium Large Sword Blade
ExtraTiC:largeSwordBlade:180, Glue Large Sword Blade
ExtraTiC:largeSwordBlade:181, Yellorium Large Sword Blade
ExtraTiC:largeSwordBlade:182, Cyanite Large Sword Blade
ExtraTiC:largeSwordBlade:183, Blutonium Large Sword Blade
ExtraTiC:largeSwordBlade:184, Ludicrite Large Sword Blade
ExtraTiC:largeSwordBlade:185, Bedrockium Large Sword Blade
ExtraTiC:largeSwordBlade:186, Tear Jerker Large Sword Blade
ExtraTiC:largeSwordBlade:189, Enderium Large Sword Blade
ExtraTiC:largeSwordBlade:126, Mithril Large Sword Blade
ExtraTiC:largeSwordBlade:190, Signalum Large Sword Blade
ExtraTiC:largeSwordBlade:191, Lumium Large Sword Blade
ExtraTiC:largeplate:134, Bloodwood Large Plate
ExtraTiC:largeplate:135, Darkwood Large Plate
ExtraTiC:largeplate:136, Fusewood Large Plate
ExtraTiC:largeplate:137, Ghostwood Large Plate
ExtraTiC:largeplate:138, Nether Quartz Large Plate
ExtraTiC:largeplate:139, Refined Glowstone Large Plate
ExtraTiC:largeplate:140, Osmium Large Plate
ExtraTiC:largeplate:141, Pokefennium Large Plate
ExtraTiC:largeplate:142, Fairy Large Plate
ExtraTiC:largeplate:143, Certus Quartz Large Plate
ExtraTiC:largeplate:144, Ender Amethyst Large Plate
ExtraTiC:largeplate:2000, Constantan Large Plate
ExtraTiC:largeplate:145, Manasteel Large Plate
ExtraTiC:largeplate:146, Terrasteel Large Plate
ExtraTiC:largeplate:147, Elementium Large Plate
ExtraTiC:largeplate:148, Desh Large Plate
ExtraTiC:largeplate:164, Amethyst Large Plate
ExtraTiC:largeplate:165, Peridot Large Plate
ExtraTiC:largeplate:166, Ruby Large Plate
ExtraTiC:largeplate:167, Sapphire Large Plate
ExtraTiC:largeplate:171, Dark Steel Large Plate
ExtraTiC:largeplate:173, RedAurum Large Plate
ExtraTiC:largeplate:178, Draconium Large Plate
ExtraTiC:largeplate:179, Awakened Draconium Large Plate
ExtraTiC:largeplate:180, Glue Large Plate
ExtraTiC:largeplate:181, Yellorium Large Plate
ExtraTiC:largeplate:182, Cyanite Large Plate
ExtraTiC:largeplate:183, Blutonium Large Plate
ExtraTiC:largeplate:184, Ludicrite Large Plate
ExtraTiC:largeplate:185, Bedrockium Large Plate
ExtraTiC:largeplate:186, Tear Jerker Large Plate
ExtraTiC:largeplate:189, Enderium Large Plate
ExtraTiC:largeplate:126, Mithril Large Plate
ExtraTiC:largeplate:190, Signalum Large Plate
ExtraTiC:largeplate:191, Lumium Large Plate
ExtraTiC:lumberaxeHead:134, Bloodwood Broad Axe Head
ExtraTiC:lumberaxeHead:135, Darkwood Broad Axe Head
ExtraTiC:lumberaxeHead:136, Fusewood Broad Axe Head
ExtraTiC:lumberaxeHead:137, Ghostwood Broad Axe Head
ExtraTiC:lumberaxeHead:138, Nether Quartz Broad Axe Head
ExtraTiC:lumberaxeHead:139, Refined Glowstone Broad Axe Head
ExtraTiC:lumberaxeHead:140, Osmium Broad Axe Head
ExtraTiC:lumberaxeHead:141, Pokefennium Broad Axe Head
ExtraTiC:lumberaxeHead:142, Fairy Broad Axe Head
ExtraTiC:lumberaxeHead:143, Certus Quartz Broad Axe Head
ExtraTiC:lumberaxeHead:144, Ender Amethyst Broad Axe Head
ExtraTiC:lumberaxeHead:2000, Constantan Broad Axe Head
ExtraTiC:lumberaxeHead:145, Manasteel Broad Axe Head
ExtraTiC:lumberaxeHead:146, Terrasteel Broad Axe Head
ExtraTiC:lumberaxeHead:147, Elementium Broad Axe Head
ExtraTiC:lumberaxeHead:148, Desh Broad Axe Head
ExtraTiC:lumberaxeHead:164, Amethyst Broad Axe Head
ExtraTiC:lumberaxeHead:165, Peridot Broad Axe Head
ExtraTiC:lumberaxeHead:166, Ruby Broad Axe Head
ExtraTiC:lumberaxeHead:167, Sapphire Broad Axe Head
ExtraTiC:lumberaxeHead:171, Dark Steel Broad Axe Head
ExtraTiC:lumberaxeHead:173, RedAurum Broad Axe Head
ExtraTiC:lumberaxeHead:178, Draconium Broad Axe Head
ExtraTiC:lumberaxeHead:179, Awakened Draconium Broad Axe Head
ExtraTiC:lumberaxeHead:180, Glue Broad Axe Head
ExtraTiC:lumberaxeHead:181, Yellorium Broad Axe Head
ExtraTiC:lumberaxeHead:182, Cyanite Broad Axe Head
ExtraTiC:lumberaxeHead:183, Blutonium Broad Axe Head
ExtraTiC:lumberaxeHead:184, Ludicrite Broad Axe Head
ExtraTiC:lumberaxeHead:185, Bedrockium Broad Axe Head
ExtraTiC:lumberaxeHead:186, Tear Jerker Broad Axe Head
ExtraTiC:lumberaxeHead:189, Enderium Broad Axe Head
ExtraTiC:lumberaxeHead:126, Mithril Broad Axe Head
ExtraTiC:lumberaxeHead:190, Signalum Broad Axe Head
ExtraTiC:lumberaxeHead:191, Lumium Broad Axe Head
ExtraTiC:mediumGuard:134, Bloodwood Medium Guard
ExtraTiC:mediumGuard:135, Darkwood Medium Guard
ExtraTiC:mediumGuard:136, Fusewood Medium Guard
ExtraTiC:mediumGuard:137, Ghostwood Medium Guard
ExtraTiC:mediumGuard:138, Nether Quartz Medium Guard
ExtraTiC:mediumGuard:139, Refined Glowstone Medium Guard
ExtraTiC:mediumGuard:140, Osmium Medium Guard
ExtraTiC:mediumGuard:141, Pokefennium Medium Guard
ExtraTiC:mediumGuard:142, Fairy Medium Guard
ExtraTiC:mediumGuard:143, Certus Quartz Medium Guard
ExtraTiC:mediumGuard:144, Ender Amethyst Medium Guard
ExtraTiC:mediumGuard:2000, Constantan Medium Guard
ExtraTiC:mediumGuard:145, Manasteel Medium Guard
ExtraTiC:mediumGuard:146, Terrasteel Medium Guard
ExtraTiC:mediumGuard:147, Elementium Medium Guard
ExtraTiC:mediumGuard:148, Desh Medium Guard
ExtraTiC:mediumGuard:164, Amethyst Medium Guard
ExtraTiC:mediumGuard:165, Peridot Medium Guard
ExtraTiC:mediumGuard:166, Ruby Medium Guard
ExtraTiC:mediumGuard:167, Sapphire Medium Guard
ExtraTiC:mediumGuard:171, Dark Steel Medium Guard
ExtraTiC:mediumGuard:173, RedAurum Medium Guard
ExtraTiC:mediumGuard:178, Draconium Medium Guard
ExtraTiC:mediumGuard:179, Awakened Draconium Medium Guard
ExtraTiC:mediumGuard:180, Glue Medium Guard
ExtraTiC:mediumGuard:181, Yellorium Medium Guard
ExtraTiC:mediumGuard:182, Cyanite Medium Guard
ExtraTiC:mediumGuard:183, Blutonium Medium Guard
ExtraTiC:mediumGuard:184, Ludicrite Medium Guard
ExtraTiC:mediumGuard:185, Bedrockium Medium Guard
ExtraTiC:mediumGuard:186, Tear Jerker Medium Guard
ExtraTiC:mediumGuard:189, Enderium Medium Guard
ExtraTiC:mediumGuard:126, Mithril Medium Guard
ExtraTiC:mediumGuard:190, Signalum Medium Guard
ExtraTiC:mediumGuard:191, Lumium Medium Guard
ExtraTiC:pickaxeHead:134, Bloodwood Pickaxe Head
ExtraTiC:pickaxeHead:135, Darkwood Pickaxe Head
ExtraTiC:pickaxeHead:136, Fusewood Pickaxe Head
ExtraTiC:pickaxeHead:137, Ghostwood Pickaxe Head
ExtraTiC:pickaxeHead:138, Nether Quartz Pickaxe Head
ExtraTiC:pickaxeHead:139, Refined Glowstone Pickaxe Head
ExtraTiC:pickaxeHead:140, Osmium Pickaxe Head
ExtraTiC:pickaxeHead:141, Pokefennium Pickaxe Head
ExtraTiC:pickaxeHead:142, Fairy Pickaxe Head
ExtraTiC:pickaxeHead:143, Certus Quartz Pickaxe Head
ExtraTiC:pickaxeHead:144, Ender Amethyst Pickaxe Head
ExtraTiC:pickaxeHead:2000, Constantan Pickaxe Head
ExtraTiC:pickaxeHead:145, Manasteel Pickaxe Head
ExtraTiC:pickaxeHead:146, Terrasteel Pickaxe Head
ExtraTiC:pickaxeHead:147, Elementium Pickaxe Head
ExtraTiC:pickaxeHead:148, Desh Pickaxe Head
ExtraTiC:pickaxeHead:164, Amethyst Pickaxe Head
ExtraTiC:pickaxeHead:165, Peridot Pickaxe Head
ExtraTiC:pickaxeHead:166, Ruby Pickaxe Head
ExtraTiC:pickaxeHead:167, Sapphire Pickaxe Head
ExtraTiC:pickaxeHead:171, Dark Steel Pickaxe Head
ExtraTiC:pickaxeHead:173, RedAurum Pickaxe Head
ExtraTiC:pickaxeHead:178, Draconium Pickaxe Head
ExtraTiC:pickaxeHead:179, Awakened Draconium Pickaxe Head
ExtraTiC:pickaxeHead:180, Glue Pickaxe Head
ExtraTiC:pickaxeHead:181, Yellorium Pickaxe Head
ExtraTiC:pickaxeHead:182, Cyanite Pickaxe Head
ExtraTiC:pickaxeHead:183, Blutonium Pickaxe Head
ExtraTiC:pickaxeHead:184, Ludicrite Pickaxe Head
ExtraTiC:pickaxeHead:185, Bedrockium Pickaxe Head
ExtraTiC:pickaxeHead:186, Tear Jerker Pickaxe Head
ExtraTiC:pickaxeHead:189, Enderium Pickaxe Head
ExtraTiC:pickaxeHead:126, Mithril Pickaxe Head
ExtraTiC:pickaxeHead:190, Signalum Pickaxe Head
ExtraTiC:pickaxeHead:191, Lumium Pickaxe Head
ExtraTiC:scytheHead:134, Bloodwood Scythe Head
ExtraTiC:scytheHead:135, Darkwood Scythe Head
ExtraTiC:scytheHead:136, Fusewood Scythe Head
ExtraTiC:scytheHead:137, Ghostwood Scythe Head
ExtraTiC:scytheHead:138, Nether Quartz Scythe Head
ExtraTiC:scytheHead:139, Refined Glowstone Scythe Head
ExtraTiC:scytheHead:140, Osmium Scythe Head
